ClassAndMethodname,BAD_PRACTICE,I18N,PERFORMANCE,MALICIOUS_CODE,STYLE,MT_CORRECTNESS,CORRECTNESS,EXPERIMENTAL,SECURITY,Readability
org.hibernate.auction.AuctionItem.setCondition,0,0,0,0,0,0,0,0,0,0.8680625109448079
net.sf.hibernate.collection.AbstractCollectionPersister.getIdentifierGenerator,0,0,0,0,0,0,0,0,0,2.02706343187015
org.hibernate.test.Struct.setX,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.impl.CollectionKey.reattachCollection,0,0,0,0,0,0,0,0,0,4.350872592458154
net.sf.hibernate.impl.AbstractQueryImpl.getLockModes,0,0,0,0,0,0,0,0,0,1.4123905502052725
org.hibernate.test.FumCompositeID.setShort,0,0,0,0,0,0,0,0,0,3.61
org.hibernate.test.FooBarTest.testVersionedCollections,0,0,0,0,0,0,0,0,0,1.568
net.sf.hibernate.impl.AbstractVisitor.processEntity,0,0,0,0,0,0,0,0,0,2.305
net.sf.hibernate.engine.CacheSynchronization.beforeCompletion,0,0,0,0,0,0,0,0,0,4.871313180947936
net.sf.hibernate.type.LongType.objectToSQLString,0,0,0,0,0,0,0,0,0,1.62
net.sf.hibernate.expression.Example.Non_in_method,0,0,0,0,0,0,0,0,0,3.2533333333333334
net.sf.hibernate.proxy.CGLIBLazyInitializer.getProxy,0,0,0,0,0,0,0,0,0,2.124535784097401
net.sf.hibernate.type.NullableType.set,0,0,0,0,0,0,0,0,0,1.6833333333333336
net.sf.hibernate.UnresolvableObjectException.getPersistentClass,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.type.TypeFactory.map,0,0,0,0,0,0,0,0,0,2.19
org.hibernate.test.FooBarTest.testCallback,0,0,0,0,0,0,0,0,0,1.4525
net.sf.hibernate.id.CounterGenerator.main,0,0,0,0,0,0,0,0,0,0.7125
net.sf.hibernate.collection.IdentifierBag.empty,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.transform.Identity.equals,0,0,0,0,0,0,0,0,0,2.0866666666666664
net.sf.hibernate.collection.AbstractCollectionPersister.isArray,0,0,0,0,0,0,0,0,0,1.6162249845374446
org.hibernate.test.Baz.compareTo,0,0,0,0,0,0,0,0,0,0.9679630596321158
org.hibernate.test.Qux.getKey,0,0,0,0,0,0,0,0,0,3.6579690372872173
net.sf.hibernate.sql.Insert.setTableName,0,0,0,0,0,0,0,0,0,4.2
net.sf.hibernate.mapping.PersistentClass.addProperty,0,0,0,0,0,0,0,0,0,2.23
net.sf.hibernate.collection.Set.properSubsetOf,0,0,0,0,0,0,0,0,0,2.725
net.sf.hibernate.expression.Expression.le,0,0,0,0,0,0,0,0,0,2.66
net.sf.hibernate.hql.FilterTranslator.FilterTranslator,0,0,0,0,0,0,0,0,0,4.675
net.sf.hibernate.impl.CollectionKey.postUpdate,0,0,0,0,0,0,0,0,0,1.8775
org.hibernate.test.MasterDetailTest.testCollectionQuery,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.hql.WhereParser.appendToken,0,0,0,0,0,0,0,0,0,1.713169631202115
net.sf.hibernate.property.BasicGetter.getterMethod,0,0,0,0,0,0,0,0,0,2.1306290178594876
net.sf.hibernate.impl.ResultSetWrapper.updateBoolean,0,0,0,0,0,0,0,0,0,1.589
net.sf.hibernate.type.SetType.wrap,0,0,0,0,0,0,0,0,0,3.31
net.sf.hibernate.id.SequenceGenerator.sqlCreateStrings,0,0,0,0,0,0,0,0,0,1.3319704651450197
net.sf.hibernate.mapping.Property.setPropertyAccessorName,0,0,0,0,0,0,0,0,0,3.2552132691701914
org.hibernate.test.Glarch.setAny,0,0,0,0,0,0,0,0,0,1.72
org.hibernate.test.Sortable.getName,0,0,0,0,0,0,0,0,0,3.2080942784871507
org.hibernate.auction.User.getPassword,0,0,0,0,0,0,0,0,0,3.6720207615473903
org.hibernate.test.Glarch.setStrings,0,0,0,0,0,0,0,0,0,4.75
net.sf.hibernate.util.DTDEntityResolver.resolveEntity,0,0,0,0,0,0,0,0,0,2.8592182347867574
org.hibernate.test.Simple.setCount,0,0,0,0,0,0,0,0,0,3.0
net.sf.hibernate.engine.Key.isBatchLoadable,0,0,0,0,0,0,0,0,0,1.5333921195915874
