ClassAndMethodname,BAD_PRACTICE,I18N,PERFORMANCE,MALICIOUS_CODE,STYLE,MT_CORRECTNESS,CORRECTNESS,EXPERIMENTAL,SECURITY,Readability,Lines
org.jdesktop.swingx.JXMonthView.setMonthStringInsets,0,0,0,0,0,0,0,0,0,0.8101759974794188,12
net.sourceforge.ganttproject.task.TaskImpl.getThird,0,0,0,0,0,0,0,0,0,1.3676541133659386,5
org.jdesktop.swingx.calendar.DaySelectionModel.setUnselectableDates,0,0,0,0,0,0,0,0,0,0.0,8
org.jdesktop.swingx.decorator.SearchPredicate.test,0,0,0,0,0,0,0,0,0,2.950950312374635,4
org.jdesktop.swingx.MultiSplitLayout.getDividerSize,0,0,0,0,0,0,0,0,0,2.27756986064188,1
net.sourceforge.ganttproject.action.GPAction.createIcon,0,0,0,0,0,0,0,0,0,2.8676856543172113,11
net.sourceforge.ganttproject.gui.ProjectUIFacadeImpl.showURLDialog,0,0,0,0,0,0,0,0,0,2.5582164589702354,7
org.jdesktop.swingx.decorator.SortKey.hashCode,0,0,0,0,0,0,0,0,0,2.9019553033411394,3
org.jdesktop.swingx.action.CompositeAction.getActionIDs,0,0,0,0,0,0,0,0,0,1.77080527216032,1
net.sourceforge.ganttproject.datafilter.task.EndDateFilteredTasks.getSettings,0,0,0,0,0,0,0,0,0,0.9274870291570908,1
net.sourceforge.ganttproject.task.TaskMap.shift,0,0,0,0,0,0,0,0,0,2.9233333333333333,1
org.jdesktop.swingx.TreeTableHackerExt2.getPathForRow,0,0,0,0,0,0,0,0,0,3.93,1
org.jdesktop.swingx.LinkModel.getDefaultURL,0,0,0,0,0,0,0,0,0,2.064900089730902,6
org.jdesktop.swingx.Actions.createHorizontalScrollAction,0,0,0,0,0,0,0,0,0,2.86,4
org.jdesktop.swingx.Row.getLeftInset,0,0,0,0,0,0,0,0,0,2.969409844944743,6
net.sourceforge.ganttproject.document.HttpDocument.setLockDAVMinutes,0,0,0,0,0,0,0,0,0,0.5255804853788402,1
org.jdesktop.swingx.action.ServerAction.setHeaders,0,0,0,0,0,0,0,0,0,0.0,1
net.sourceforge.ganttproject.io.GanttCSVExport.beginToSave,0,0,0,0,0,0,0,0,0,1.251722028243162,8
org.jdesktop.swingx.plaf.basic.BasicMonthViewUI.calculateCalendarGridHeight,0,0,0,0,0,0,0,0,0,2.293744359076317,1
net.sourceforge.ganttproject.gui.options.ExportSettingsPanel.getExportComplete,0,0,0,0,0,0,0,0,0,1.0084847239653254,1
org.jdesktop.swingx.plaf.basic.BasicDatePickerUI.uninstallUI,0,0,0,0,0,0,0,0,0,1.5359386268194037,6
org.jdesktop.swingx.MouseMessagingHandler.registerListeners,0,0,0,0,0,0,0,0,0,0.0,6
org.jdesktop.swingx.graphics.BlendingRgbContext.compose,0,0,0,0,0,0,0,0,0,1.5114465421552072,18
org.jdesktop.swingx.CellEditorRemover.setSelectionForeground,0,0,0,0,0,0,0,0,0,2.6775,3
org.jdesktop.swingx.renderer.CellContext.getValue,0,0,0,0,0,0,0,0,0,1.2573230979771952,1
net.sourceforge.ganttproject.export.TaskVisitor.visit,0,0,0,0,0,0,0,0,0,1.8440169548945404,2
org.jdesktop.swingx.LabelProperties.isForegroundSet,0,0,0,0,0,0,0,0,0,1.7682029559353367,1
net.sourceforge.ganttproject.resource.AssignmentNode.toString,0,0,0,0,0,0,0,0,0,2.7981833051925573,1
org.jdesktop.swingx.JXBusyLabel.stopAnimation,0,0,0,0,0,0,0,0,0,1.667510851835359,6
org.jdesktop.swingx.plaf.basic.DescriptionPane.installComponents,0,0,0,0,0,0,0,0,0,0.0,2
net.sourceforge.ganttproject.TaskContainmentHierarchyFacadeImpl.getPositionInParent,0,0,0,0,0,0,0,0,0,3.8031537719753765,10
org.jdesktop.swingx.PatternModel.isWrapping,0,0,0,0,0,0,0,0,0,3.1738586593573235,1
org.jdesktop.swingx.painter.CheckerboardPainter.getDarkPaint,0,0,0,0,0,0,0,0,0,3.4056425091153573,1
org.jdesktop.swingx.table.DefaultColumnControlPopup.columnAdded,0,0,0,0,0,0,0,0,0,0.0,3
org.jdesktop.swingx.calendar.DaySelectionModel.clearSelectionImpl,0,0,0,0,0,0,0,0,0,0.9467665604606816,1
org.jdesktop.swingx.JXFrame.setWaitCursorVisible,0,0,0,0,0,0,0,0,0,3.0993088813999847,10
net.sourceforge.ganttproject.HiddenTask.refreshAllChild,0,0,0,0,0,0,0,0,0,2.5466666666666664,1
net.sourceforge.ganttproject.chart.TaskRendererImpl2.renderActivities,0,0,0,0,0,0,0,0,0,2.0335585073364024,28
org.jdesktop.swingx.JXErrorPane.setErrorReporter,0,0,0,0,0,0,0,0,0,3.675,2
net.sourceforge.ganttproject.datafilter.ExportFilterWizard.run,0,0,0,0,0,0,0,0,0,2.4464267596999214,3
net.sourceforge.ganttproject.gui.GanttLookAndFeels.getInfoByName,0,0,0,0,0,0,0,0,0,2.751300012624709,1
net.sourceforge.ganttproject.gui.ResourcesTableModel.isCellEditable,0,0,0,0,0,0,0,0,0,1.965,1
org.jdesktop.swingx.XRootLayout.actionPerformed,0,0,0,0,0,0,0,0,0,1.8425,3
org.jdesktop.swingx.JXGraph.drawAxis,0,0,0,0,0,0,0,0,0,2.116043382024745,12
org.jdesktop.swingx.ListRolloverController.setSortOrder,0,0,0,0,0,0,0,0,0,3.671666666666667,7
net.sourceforge.ganttproject.parser.DependencyTagHandler.getDependencyAddresser,0,0,0,0,0,0,0,0,0,0.0,3
net.sourceforge.ganttproject.importer.FileChooserPage.getOptionGroups,0,0,0,0,0,0,0,0,0,2.461760045076185,1
net.sourceforge.ganttproject.chart.SimpleRenderedImage.XToTileX,0,0,0,0,0,0,0,0,0,1.78875,5
org.jdesktop.swingx.calendar.DateUtils.isFirstOfYear,0,0,0,0,0,0,0,0,0,3.0032285101454606,5
org.jdesktop.swingx.plaf.AbstractComponentAddon.getDefaults,0,0,0,0,0,0,0,0,0,0.0,21
org.jdesktop.swingx.decorator.SizeSequenceMapper.setViewSizeSequence,0,0,0,0,0,0,0,0,0,2.973333333333333,6
org.jdesktop.swingx.table.DefaultColumnControlPopup.getColumnControlActionKeys,0,0,0,0,0,0,0,0,0,1.125,7
net.sourceforge.ganttproject.chart.OffsetBuilderImpl.getBottomUnitOffsets,0,0,0,0,0,0,0,0,0,2.563332137555265,1
org.jdesktop.swingx.JXSearchPanel.build,0,0,0,0,0,0,0,0,0,1.9348264235950596,4
org.jdesktop.swingx.plaf.ShapeUIResource.getBounds2D,0,0,0,0,0,0,0,0,0,0.0,1
