ClassAndMethodname,BAD_PRACTICE,I18N,PERFORMANCE,MALICIOUS_CODE,STYLE,MT_CORRECTNESS,CORRECTNESS,EXPERIMENTAL,SECURITY,Readability,Lines
net.datacrow.reporting.reports.Reports.getReports,0,0,0,0,0,0,0,0,0,0.0,1
net.datacrow.console.components.lists.ListComponentListener.componentMoved,0,0,0,0,0,0,0,0,0,0.0,0
net.datacrow.core.modules.xml.XmlModule.getObject,0,0,0,0,0,0,0,0,0,2.4019202853158066,1
net.datacrow.core.services.SearchTask.getRegion,0,0,0,0,0,0,0,0,0,2.3765943384346127,1
net.datacrow.util.StringUtils.concatUserFriendly,0,0,0,0,0,0,0,0,0,1.3566666666666667,10
net.datacrow.core.wf.UIUpdater.close,0,0,0,0,0,0,0,0,0,0.0,4
net.datacrow.reporting.writer.XmlSchemaWriter.create,0,0,0,0,0,0,0,0,0,1.5080087783768,11
net.datacrow.synchronizers.Synchronizer.enableAction,0,0,0,0,0,0,0,0,0,0.0,1
net.datacrow.core.objects.DcMapping.getReferencedModuleIdx,0,0,0,0,0,0,0,0,0,0.9365274360257775,1
net.datacrow.core.services.OnlineSearchHelper.resultCount,0,0,0,0,0,0,0,0,0,1.8703477631557508,1
net.datacrow.console.components.DcLongTextField.getUndoListener,0,0,0,0,0,0,0,0,0,2.885843992756565,1
net.datacrow.fileimporters.MovieFile.getHeight,0,0,0,0,0,0,0,0,0,3.0661544447661644,1
net.datacrow.core.data.DataFilter.setName,0,0,0,0,0,0,0,0,0,3.5,1
net.datacrow.console.components.lists.elements.DcObjectListHwElement.lighter,0,0,0,0,0,0,0,0,0,4.0375,1
net.datacrow.core.objects.DcMediaObject.toString,0,0,0,0,0,0,0,0,0,0.0,3
net.datacrow.console.components.DcMenu.paintComponent,0,0,0,0,0,0,0,0,0,0.0,1
net.datacrow.util.StringUtils.getContainedNumber,0,0,0,0,0,0,0,0,0,1.0999999999999999,3
net.datacrow.core.data.DataManager.initialize,0,0,0,0,0,0,0,0,0,2.707233056976873,6
net.datacrow.console.windows.OpenFromUrlDialog.build,0,0,0,0,0,0,0,0,0,3.3869255144887744,16
net.datacrow.console.components.lists.DcObjectList.getSelectedItems,0,0,0,0,0,0,0,0,0,1.282,4
net.datacrow.console.windows.itemforms.DcMinimalisticItemView.open,0,0,0,0,0,0,0,0,0,2.493122129675223,4
net.datacrow.settings.definitions.WebFieldDefinition.getMaxTextLength,0,0,0,0,0,0,0,0,0,3.415856574617747,1
net.datacrow.console.windows.Updater.actionPerformed,0,0,0,0,0,0,0,0,0,0.0,4
net.datacrow.core.objects.DcAssociate.toString,0,0,0,0,0,0,0,0,0,0.9666666666666667,7
net.datacrow.core.modules.TemplateModule.getFieldDefinitions,0,0,0,0,0,0,0,0,0,1.141835522807659,5
net.datacrow.console.windows.FieldDefinitionsDialog.save,0,0,0,0,0,0,0,0,0,2.4902404335308956,3
net.datacrow.core.services.Servers.getInstance,0,0,0,0,0,0,0,0,0,1.5536641302160334,1
net.datacrow.core.modules.DcModules.getMappingModIdx,0,0,0,0,0,0,0,0,0,2.0033333333333334,1
net.datacrow.console.windows.loan.LoanInformationForm.actionPerformed,0,0,0,0,0,0,0,0,0,0.0,2
net.datacrow.core.web.beans.Security.getUser,0,0,0,0,0,0,0,0,0,0.0,1
net.datacrow.core.objects.DcObject.getValue,0,0,0,0,0,0,0,0,0,1.761088890771644,12
net.datacrow.settings.DcSettings.getLookAndFeel,0,0,0,0,0,0,0,0,0,3.131375008654034,1
