ClassAndMethodname,BAD_PRACTICE,I18N,PERFORMANCE,MALICIOUS_CODE,STYLE,MT_CORRECTNESS,CORRECTNESS,EXPERIMENTAL,SECURITY,Readability,Lines
jmencode.MainGUI.cropwSpinnerStateChanged,0,0,0,0,0,0,0,0,0,0.0,3
jmencode.MainGUI.segmentlengthfieldActionPerformed,0,0,0,0,0,0,0,0,0,0.0,2
jmencode.MainGUI.framebackButtonActionPerformed,0,0,0,0,0,0,0,0,0,0.0,4
jmencode.MainGUI.audbitrateComboBoxActionPerformed,0,0,0,0,0,0,0,0,0,0.0,4
jmencode.PreviewSetupForm.prevsetupCancelButtonActionPerformed,0,0,0,0,0,0,0,0,0,0.0,1
jmencode.ImgPreviewPanel.mouseMoved,0,0,0,0,0,0,0,0,0,0.0,1
jmencode.Settings.nexthigherMod16,0,0,0,0,0,0,0,0,0,0.0,4
jmencode.VideoInfoForm.initComponents,0,0,0,0,0,0,0,0,0,3.295,12
jmencode.SettingsForm.savesettingsButtonActionPerformed,0,0,0,0,0,0,0,0,0,0.0,1
jmencode.MainGUI.jButton1ActionPerformed,0,0,0,0,0,0,0,0,0,0.0,1
jmencode.MainGUI.openprevwindowButtonActionPerformed,0,0,0,0,0,0,0,0,0,0.0,6
jmencode.MainGUI.setfileInputButtonMouseReleased,0,0,0,0,0,0,0,0,0,0.6444789143010765,12
jmencode.RescaleOptionsForm.rescaleOptionsOKButtonActionPerformed,0,0,0,0,0,0,0,0,0,0.0,3
jmencode.MainGUI.bitratefieldActionPerformed,0,0,0,0,0,0,0,0,0,0.0,3
jmencode.ImgPreviewPanel.saveImage,0,0,0,0,1,0,0,0,0,1.829227673899815,6
jmencode.MainGUI.cropySpinnerStateChanged,0,0,0,0,0,0,0,0,0,0.0,3
jmencode.MainGUI.finished,0,0,0,0,0,0,0,0,0,0.705040526730856,16
jmencode.MainGUI.updateCommandDisplay,0,0,0,0,0,0,0,0,0,2.2095120957301724,14
jmencode.Subtrack.setAudioTrack,0,0,0,0,0,0,0,0,0,0.7525000000000001,1
jmencode.MainGUI.scalequalityfieldActionPerformed,0,0,0,0,0,0,0,0,0,0.0,19
jmencode.ExecProgram.createIcon,0,0,0,0,0,0,0,0,0,2.3666666666666667,5
jmencode.Subtrack.round,0,0,0,0,0,0,0,0,0,1.0219999999999998,6
