ClassAndMethodname,BAD_PRACTICE,I18N,PERFORMANCE,MALICIOUS_CODE,STYLE,MT_CORRECTNESS,CORRECTNESS,EXPERIMENTAL,SECURITY,Readability,Lines
net.sf.hibernate.collection.List.iterator,0,0,0,0,0,0,0,0,0,3.3734156151424157,2
net.sf.hibernate.cache.StandardQueryCache.clear,0,0,0,0,0,0,0,0,0,3.3449999999999998,1
net.sf.hibernate.impl.SessionFactoryImpl.getAllCollectionMetadata,0,0,0,0,0,0,0,0,0,1.247756872720574,1
net.sf.hibernate.impl.AbstractQueryImpl.initParameterBookKeeping,0,0,0,0,0,0,0,0,0,1.9873339296199057,7
org.hibernate.auction.AuctionItem.getBids,0,0,0,0,0,0,0,0,0,0.0,1
net.sf.hibernate.jca.JCASessionImpl.getSession,0,0,0,0,0,0,0,0,0,0.0,1
net.sf.hibernate.mapping.IdentifierCollection.getIdentifier,0,0,0,0,0,0,0,0,0,2.52,1
org.hibernate.test.ContainerInnerClass.setMany,0,0,0,0,0,0,0,0,0,2.37,1
net.sf.hibernate.impl.CriterionEntry.setResultTransformer,0,0,0,0,0,0,0,0,0,0.0,2
net.sf.hibernate.collection.List.lastIndexOf,0,0,0,0,0,0,0,0,0,2.286029458517418,2
net.sf.hibernate.mapping.Column.getLength,0,0,0,0,0,0,0,0,0,3.8615897761088798,1
net.sf.hibernate.type.ComponentType.setPropertyValues,0,0,0,0,0,0,0,0,0,1.086774746287512,10
org.hibernate.test.CustomPersister.getPropertyNullability,0,0,0,0,0,0,0,0,0,0.0,1
net.sf.hibernate.sql.SimpleSelect.toStatementString,0,0,0,0,0,0,0,0,0,1.142113425723268,19
org.hibernate.test.Qux.setHolder,0,0,0,0,0,0,0,0,0,3.74,1
net.sf.hibernate.impl.CollectionKey.prepareCollectionForUpdate,0,0,0,0,0,0,0,0,0,1.6691475992440687,22
net.sf.hibernate.persister.AbstractPropertyMapping.toColumns,0,0,0,0,0,0,0,0,0,2.5470035477438184,9
net.sf.hibernate.jca.ManagedConnectionFactoryImpl.setDialect,0,0,0,0,0,0,0,0,0,2.67,1
net.sf.hibernate.hql.PathExpressionParser.prepareForIndex,0,0,0,0,0,0,0,0,0,1.0684640602755724,21
net.sf.hibernate.jca.JCASessionImpl.setFlushMode,0,0,0,0,0,0,0,0,0,3.09,1
net.sf.hibernate.engine.TypedValue.setType,0,0,0,0,0,0,0,0,0,3.3,1
net.sf.hibernate.type.ObjectType.hydrate,0,0,0,0,0,0,0,0,0,1.5249268422661453,1
net.sf.hibernate.hql.QueryTranslator.getPersister,0,0,0,0,0,0,0,0,0,1.5754636532419604,3
net.sf.hibernate.sql.Insert.addColumns,0,0,0,0,0,0,0,0,0,1.12,4
