ClassAndMethodname,BAD_PRACTICE,I18N,PERFORMANCE,MALICIOUS_CODE,STYLE,MT_CORRECTNESS,CORRECTNESS,EXPERIMENTAL,SECURITY,Readability
net.sf.jasperreports.engine.base.ObjectIDPair.removeIdentityDataProvider,0,0,0,0,0,0,0,0,0,1.3955383164911812
net.sf.jasperreports.engine.fill.StylesList.getAreaPlot,0,0,0,0,0,0,0,0,0,3.4116666666666666
net.sf.jasperreports.engine.data.JRAbstractBeanDataSource.JRAbstractBeanDataSource,0,0,0,0,0,0,0,0,0,2.5029913702963826
net.sf.jasperreports.crosstabs.fill.calculation.CollectedList.addFirst,0,0,0,0,0,0,0,0,0,0.0
net.sf.jasperreports.engine.fill.JRFillDatasetRun.JRFillDatasetRun,0,0,0,0,0,0,0,0,0,2.736083061932656
org.w3c.tools.codec.Base64Encoder.get2,0,0,0,0,0,0,0,0,0,1.395
net.sf.jasperreports.engine.fill.JRFillRectangle.JRFillRectangle,0,0,0,0,0,0,0,0,0,4.392
net.sf.jasperreports.engine.fill.JRVirtualizationContext.cacheTemplate,0,0,0,0,0,0,0,0,0,2.665882522711861
net.sf.jasperreports.engine.base.JRBaseObjectFactory.getCrosstabParameter,0,0,0,0,0,0,0,0,0,2.825
net.sf.jasperreports.engine.export.JRPdfExporter.exportPage,0,0,0,0,0,0,0,0,0,2.219402792824469
net.sf.jasperreports.engine.fill.StylesList.visitCrosstab,0,0,0,0,0,0,0,0,0,1.7374999999999998
net.sf.jasperreports.engine.fill.JRTemplateImage.setScaleImage,0,0,0,0,0,0,0,0,0,4.12
net.sf.jasperreports.charts.base.JRBaseTimePeriodSeries.getValueExpression,0,0,0,0,0,0,0,0,0,1.7416438124544904
net.sf.jasperreports.engine.design.JRDesignReportTemplate.setSourceExpression,0,0,0,0,0,0,0,0,0,2.2795
net.sf.jasperreports.engine.fill.JRContinuationSubreportRunner.start,0,0,0,0,0,0,0,0,0,2.1981135072197837
net.sf.jasperreports.engine.fill.JRCalculator.estimateVariables,0,0,0,0,0,0,0,0,0,1.307
net.sf.jasperreports.engine.fill.JRFillVariable.restoreValue,0,0,0,0,0,0,0,0,0,1.4622461857773268
net.sf.jasperreports.engine.base.JRBaseBox.getLeftBorder,0,0,0,0,0,0,0,0,0,3.109664174481849
net.sf.jasperreports.engine.design.JRDesignImage.getHyperlinkPageExpression,0,0,0,0,0,0,0,0,0,2.529634615695518
net.sf.jasperreports.engine.export.StyleInfo.calculateWidthForDinCN,0,0,0,0,0,0,0,0,0,0.0
net.sf.jasperreports.charts.design.JRDesignBar3DPlot.setCategoryAxisLineColor,0,0,0,0,0,0,0,0,0,2.40028178554835
net.sf.jasperreports.engine.base.JRBaseTextField.setBlankWhenNull,0,0,0,0,0,0,0,0,0,2.4766666666666666
net.sf.jasperreports.engine.convert.ReportConverter.addVerticalGridLine,0,0,0,0,0,0,0,0,0,1.8438091548288236
