ClassAndMethodname,BAD_PRACTICE,I18N,PERFORMANCE,MALICIOUS_CODE,STYLE,MT_CORRECTNESS,CORRECTNESS,EXPERIMENTAL,SECURITY,Readability
com.aelitis.azureus.ui.swt.shells.main.UIFunctionsImpl.closePluginViews,0,0,0,0,0,0,0,0,0,0.6222222222222221
com.aelitis.azureus.ui.swt.devices.SBC_DevicesView.initDeviceListTable,0,0,0,0,0,0,0,0,0,2.497591602198322
com.aelitis.azureus.core.networkmanager.admin.impl.SpeedTestDownloadState.restoreLimits,0,0,0,0,0,0,0,0,0,0.0
com.aelitis.azureus.core.tag.impl.TagPropertyConstraintHandler.checkTimer,0,0,0,0,0,0,0,0,0,2.1118534264788407
com.aelitis.azureus.core.networkmanager.impl.udp.UDPConnection.getID,0,0,0,0,0,0,0,0,0,1.9685371918279193
com.aelitis.azureus.plugins.net.buddy.BuddyPlugin.removeBuddy,0,0,0,0,0,0,0,0,0,1.5239400199314936
com.aelitis.net.magneturi.impl.MagnetURIHandlerImpl.writeNotFound,0,1,0,0,0,0,0,0,0,0.0
com.aelitis.azureus.core.networkmanager.impl.ReadController.runSupport,0,0,0,0,0,0,0,0,0,0.0
com.aelitis.azureus.ui.swt.imageloader.ImageLoader.writeEvidenceLine,0,0,1,0,0,0,0,0,0,1.868954555857803
com.aelitis.azureus.core.drivedetector.impl.DriveDetectorImpl.generate,0,0,2,0,0,0,0,0,0,2.3160297784959787
com.aelitis.azureus.core.networkmanager.impl.http.pendingRequest.getLength,0,0,0,0,0,0,0,0,0,3.2865250414375518
com.aelitis.azureus.core.proxy.socks.impl.proxyStateRelayData.readSupport,0,0,0,0,0,0,0,0,0,1.741239371771463
com.aelitis.azureus.ui.common.table.impl.TableColumnManager.setDefaultSortColumnName,0,1,0,0,0,0,0,0,0,2.5823333333333336
com.aelitis.azureus.ui.swt.devices.SBC_DevicesView.deviceChanged,0,0,0,0,0,0,0,0,0,2.9722530751471066
com.aelitis.azureus.core.dht.transport.util.DHTTransportStatsImpl.keyBlockReceived,0,0,0,0,0,0,0,0,0,1.7260208842463503
com.aelitis.azureus.core.networkmanager.impl.tcp.TCPConnectionManager.compare,0,0,0,0,0,0,0,0,0,1.7080286535080218
com.aelitis.azureus.core.clientmessageservice.impl.NonBlockingReadWriteService.registerForSelection,0,0,0,0,0,0,0,0,0,3.705
com.aelitis.azureus.ui.swt.shells.main.UIFunctionsImpl.setHideAll,0,0,0,0,0,0,0,0,0,2.5201288113682567
com.aelitis.azureus.core.subs.impl.SubscriptionRSSFeed.isEnabled,0,0,0,0,0,0,0,0,0,3.6145019917307915
com.aelitis.azureus.plugins.net.buddy.BuddyPluginAZ2.addListener,0,0,0,0,0,0,0,0,0,1.73
com.aelitis.azureus.core.dht.control.impl.DHTOperationListenerDemuxer.found,0,0,0,0,0,0,0,0,0,2.362260594025119
com.aelitis.azureus.ui.swt.browser.BrowserContext.setBrowserData,0,0,0,0,0,0,0,0,0,2.986038049672904
com.aelitis.azureus.ui.swt.utils.CachedColorManagedFacade.CachedColorManagedFacade,0,0,0,0,0,0,0,0,0,3.07
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectSlider.mouseDown,0,0,0,0,0,0,0,0,0,2.0568707388226364
com.aelitis.azureus.plugins.extseed.impl.getright.ExternalSeedReaderGetRight.calculatePriorityOffsets,0,0,0,0,0,0,0,0,0,1.9629485557711688
com.aelitis.azureus.ui.selectedcontent.DownloadUrlInfoContentNetwork.getContentNetwork,0,0,0,0,0,0,0,0,0,0.0
com.aelitis.azureus.core.devices.impl.DeviceTivoManager.foundTiVo,0,0,0,0,0,0,0,0,0,2.1315582615011506
com.aelitis.azureus.ui.swt.skin.SWTSkin.setAutoSizeOnLayout,0,0,0,0,0,0,0,0,0,3.3939999999999997
com.aelitis.azureus.core.speedmanager.impl.SpeedManagerImpl.getCurrentDataUploadSpeed,0,0,0,0,0,0,0,0,0,2.1976242192221376
com.aelitis.azureus.core.content.RelatedContentSearcher.sendRemoteFetch,0,0,0,0,0,0,0,0,0,2.5686705960816014
com.aelitis.azureus.core.devices.impl.DeviceManagerImpl.getTranscodeManager,0,0,0,0,0,0,0,0,0,1.109024683981288
com.aelitis.azureus.core.subs.impl.SubscriptionHistoryImpl.setDownloadWithReferer,0,0,0,0,0,0,0,0,0,0.5596092347081355
com.aelitis.azureus.plugins.net.buddy.ChatInstance.amManager,0,0,0,0,0,0,0,0,0,2.008592972690629
com.aelitis.azureus.core.networkmanager.admin.impl.networkAddress.getRoute,0,0,0,0,0,0,0,0,0,2.97373601955433
com.aelitis.azureus.core.download.StreamManager.setMinBufferSecs,0,0,0,0,0,0,0,0,0,0.0
